wrestler 1,wrestler 1 id,wrestler 1 nationality,wrestler 2,wrestler 2 id,wrestler 2 nationality,current champion,winner,match ending,card order,title,match type,date,show name,location,W1 Age,W1 PPV Matches,W1 PPV Wins,W1 PPV DQ Wins,W1 PPV Pin Wins,W1 PPV Sub Wins,W1 PPV Losses,W1 PPV DQ Losses,W1 PPV Pin Losses,W1 PPV Sub Losses,W1 PPV Draws,W1 PPV Streak,W1 PPV Championship Wins,W1 PPV Championship Losses,W1 PPV Championship Defense Wins,W1 PPV Championship Defense Losses,W1 PPV Championship Challenge Wins,W1 PPV Championship Challenge Losses,W1 Last PPV Match,W1 H2H PPV Matches,W1 H2H PPV Wins,W1 H2H PPV DQ Wins,W1 H2H PPV Pin Wins,W1 H2H PPV Sub Wins,W1 H2H PPV Losses,W1 H2H PPV DQ Losses,W1 H2H PPV Pin Losses,W1 H2H PPV Sub Losses,W1 H2H PPV Draws,W1 H2H PPV Streak,W1 H2H PPV Championship Wins,W1 H2H PPV Championship Losses,W1 H2H PPV Championship Defense Wins,W1 H2H PPV Championship Defense Losses,W1 H2H PPV Championship Challenge Wins,W1 H2H PPV Championship Challenge Losses,W1 H2H Last PPV Match,W1 PWI Ranking,W1 PWI Change,W2 Age,W2 PPV Matches,W2 PPV Wins,W2 PPV DQ Wins,W2 PPV Pin Wins,W2 PPV Sub Wins,W2 PPV Losses,W2 PPV DQ Losses,W2 PPV Pin Losses,W2 PPV Sub Losses,W2 PPV Draws,W2 PPV Streak,W2 PPV Championship Wins,W2 PPV Championship Losses,W2 PPV Championship Defense Wins,W2 PPV Championship Defense Losses,W2 PPV Championship Challenge Wins,W2 PPV Championship Challenge Losses,W2 Last PPV Match,W2 PPV Matches,W2 H2H PPV Wins,W2 H2H PPV DQ Wins,W2 H2H PPV Pin Wins,W2 H2H PPV Sub Wins,W2 H2H PPV Losses,W2 H2H PPV DQ Losses,W2 H2H PPV Pin Losses,W2 H2H PPV Sub Losses,W2 H2H PPV Draws,W2 H2H PPV Streak,W2 H2H PPV Championship Wins,W2 H2H PPV Championship Losses,W2 H2H PPV Championship Defense Wins,W2 H2H PPV Championship Defense Losses,W2 H2H PPV Championship Challenge Wins,W2 H2H PPV Championship Challenge Losses,W2 H2H Last PPV Match,W2 PWI Ranking,W2 PWI Change
Randy Savage,27,USA,Butch Reed,71,USA,None,true,pin,4,"","",1988-03-27,WrestleMania IV,Atlantic City,35.38630136986301,6,4,0,4,0,2,0,1,0,0,-1,1,1,1,1,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,33.73424657534247,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Greg Valentine,10,USA,Ricky Steamboat,5,USA,None,true,pin,5,"","",1988-03-27,WrestleMania IV,Atlantic City,36.54246575342466,1,0,0,0,0,1,0,0,0,0,-1,0,1,0,1,0,0,1985-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.0986301369863,5,4,0,3,0,1,0,1,0,0,2,1,0,0,0,1,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
One Man Gang,85,USA,Bam Bam Bigelow,86,USA,None,true,CO,6,"","",1988-03-27,WrestleMania IV,Atlantic City,28.13972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,26.586301369863012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Rick Rude,87,USA,Jake Roberts,37,USA,None,false,time,7,"","",1988-03-27,WrestleMania IV,Atlantic City,29.323287671232876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.84931506849315,2,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Ultimate Warrior,88,USA,Hercules,57,USA,None,true,pin,8,"","",1988-03-27,WrestleMania IV,Atlantic City,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,30.90958904109589,2,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Hulk Hogan,19,USA,Andre the Giant,15,FRA,None,false,DDQ,9,"","",1988-03-27,WrestleMania IV,Atlantic City,34.64931506849315,3,3,1,1,0,0,0,0,0,0,3,3,0,3,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,41.88493150684931,2,1,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,1,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ted DiBiase,82,USA,Don Muraco,32,USA,None,true,pin,10,"","",1988-03-27,WrestleMania IV,Atlantic City,34.21095890410959,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,38.56986301369863,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Randy Savage,27,USA,Greg Valentine,10,USA,None,true,pin,11,"","",1988-03-27,WrestleMania IV,Atlantic City,35.38630136986301,7,5,0,5,0,2,0,1,0,0,1,1,1,1,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.54246575342466,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Brutus Beefcake,8,USA,Honky Tonk Man,73,USA,Wrestler 2,true,DQ,12,WWF Intercontinental Title,"",1988-03-27,WrestleMania IV,Atlantic City,29.953424657534246,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1985-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.19178082191781,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Randy Savage,27,USA,One Man Gang,85,USA,None,true,DQ,14,"","",1988-03-27,WrestleMania IV,Atlantic City,35.38630136986301,8,6,0,6,0,2,0,1,0,0,2,1,1,1,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,28.13972602739726,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Randy Savage,27,USA,Ted DiBiase,82,USA,None,true,pin,16,WWF World Heavyweight Title,ring announcer: Bob Ueckertimekeeper: Vanna White ,1988-03-27,WrestleMania IV,Atlantic City,35.38630136986301,9,7,1,6,0,2,0,1,0,0,3,1,1,1,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.21095890410959,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Bad News Brown,74,USA,Ken Patera,77,USA,None,true,pin,2,"","",1988-08-29,SummerSlam '88,New York,44.88493150684931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,44.843835616438355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Rick Rude,87,USA,Junkyard Dog,9,USA,None,true,DQ,3,"","",1988-08-29,SummerSlam '88,New York,29.747945205479454,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.73424657534247,5,4,0,2,0,1,0,1,0,0,-1,1,0,0,0,1,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Ultimate Warrior,88,USA,Honky Tonk Man,73,USA,Wrestler 2,true,pin,5,WWF Intercontinental Title,"",1988-08-29,SummerSlam '88,New York,29.224657534246575,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.61643835616438,2,1,0,1,0,1,1,0,0,0,-1,0,1,0,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Dino Bravo,84,CAN,Don Muraco,32,USA,None,true,pin,6,"","",1988-08-29,SummerSlam '88,New York,41.09315068493151,1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,38.99452054794521,4,1,1,0,0,2,0,2,0,1,-1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Big Boss Man,95,USA,Koko B Ware,72,USA,None,true,pin,8,"","",1988-08-29,SummerSlam '88,New York,27.345205479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,31.213698630136985,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jake Roberts,37,USA,Hercules,57,USA,None,true,pin,9,"","",1988-08-29,SummerSlam '88,New York,33.273972602739725,3,1,0,1,0,1,0,1,0,1,-1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,31.334246575342465,3,0,0,0,0,2,0,2,0,1,-2,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Rockin' Robin,115,USA,Judy Martin,116,USA,Wrestler 1,true,pin,2,WWF Women's Title,"",1989-01-15,Royal Rumble '89,Houston,24.284931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,33.295890410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Ultimate Warrior,88,USA,Rick Rude,87,USA,None,true,,3,"",posedown,1989-01-15,Royal Rumble '89,Houston,29.605479452054794,2,2,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,30.12876712328767,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Haku,47,TON,Harley Race,67,USA,None,true,pin,4,"","",1989-01-15,Royal Rumble '89,Houston,29.95068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,45.797260273972604,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Hercules,57,USA,King Haku,47,TON,None,true,pin,1,"","",1989-04-02,WrestleMania V,Atlantic City,31.926027397260274,4,0,0,0,0,3,0,3,0,1,-3,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,30.161643835616438,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Brutus Beefcake,8,USA,Ted DiBiase,82,USA,None,false,DCO,3,"","",1989-04-02,WrestleMania V,Atlantic City,30.96986301369863,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.227397260273975,3,2,0,2,0,1,0,1,0,0,-1,0,1,0,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Mr. Perfect,100,USA,The Blue Blazer,101,CAN,None,true,pin,5,"","",1989-04-02,WrestleMania V,Atlantic City,31.035616438356165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,23.92054794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Dino Bravo,84,CAN,Ronnie Garvin,104,CAN,None,true,pin,7,"","",1989-04-02,WrestleMania V,Atlantic City,41.68493150684932,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,44.038356164383565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jake Roberts,37,USA,Andre the Giant,15,FRA,None,true,DQ,9,"",referee: Big John Studd ,1989-04-02,WrestleMania V,Atlantic City,33.865753424657534,4,2,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,42.9013698630137,3,1,0,0,0,1,0,1,0,1,-1,0,1,0,0,0,1,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Rick Rude,87,USA,The Ultimate Warrior,88,USA,Wrestler 2,true,pin,11,WWF Intercontinental Title,"",1989-04-02,WrestleMania V,Atlantic City,30.339726027397262,3,1,1,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,1989-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.816438356164383,3,3,0,2,0,0,0,0,0,0,3,1,0,0,0,1,0,1989-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jim Duggan,83,USA,Bad News Brown,74,USA,None,false,DDQ,12,"","",1989-04-02,WrestleMania V,Atlantic City,35.23835616438356,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,45.47671232876712,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Red Rooster,107,USA,Bobby Heenan,90,USA,None,true,pin,13,"","",1989-04-02,WrestleMania V,Atlantic City,33.66301369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,44.446575342465756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Hulk Hogan,19,USA,Randy Savage,27,USA,Wrestler 2,true,pin,14,WWF World Heavyweight Title,"",1989-04-02,WrestleMania V,Atlantic City,35.66575342465753,4,3,1,1,0,0,0,0,0,1,3,3,0,3,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.4027397260274,10,8,1,7,0,2,0,1,0,0,4,2,1,1,1,1,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Dusty Rhodes,109,USA,Honky Tonk Man,73,USA,None,true,pin,2,"","",1989-08-28,SummerSlam '89,East Rutherford,43.90684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.61369863013699,3,1,0,1,0,2,1,1,0,0,-2,0,2,0,2,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Mr. Perfect,100,USA,The Red Rooster,107,USA,None,true,pin,3,"","",1989-08-28,SummerSlam '89,East Rutherford,31.44109589041096,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.06849315068493,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Ultimate Warrior,88,USA,Rick Rude,87,USA,Wrestler 2,true,pin,5,WWF Intercontinental Title,"",1989-08-28,SummerSlam '89,East Rutherford,30.221917808219178,4,3,0,2,0,1,0,1,0,0,-1,1,1,0,1,1,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,30.745205479452054,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Hercules,57,USA,Greg Valentine,10,USA,None,true,DQ,7,"",ring announcer: Ronnie Garvin ,1989-08-28,SummerSlam '89,East Rutherford,32.33150684931507,5,1,0,1,0,3,0,3,0,1,1,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,37.964383561643835,3,1,0,1,0,2,0,1,0,0,-1,0,1,0,1,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ted DiBiase,82,USA,Jimmy Snuka,114,FIJ,None,true,CO,8,"","",1989-08-28,SummerSlam '89,East Rutherford,35.632876712328766,4,2,0,2,0,1,0,1,0,1,-1,0,1,0,1,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,46.31232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jim Duggan,83,USA,Big Boss Man,95,USA,None,true,DQ,1,"","",1990-01-21,Royal Rumble '90,Orlando,36.04383561643836,2,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,28.742465753424657,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Brutus Beefcake,8,USA,The Genius,118,CAN,None,false,DDQ,3,"","",1990-01-21,Royal Rumble '90,Orlando,31.775342465753425,3,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.09041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ronnie Garvin,104,CAN,Greg Valentine,10,USA,None,true,sub,4,"","""I Quit""",1990-01-21,Royal Rumble '90,Orlando,44.843835616438355,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,38.364383561643834,4,1,0,1,0,3,1,1,0,0,-2,0,1,0,1,0,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Rick Martel,60,CAN,Koko B Ware,72,USA,None,true,sub,1,"","",1990-04-01,WrestleMania VI,Toronto,34.06027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.8027397260274,2,0,0,0,0,2,0,2,0,0,-2,0,0,0,0,0,0,1988-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Earthquake,108,CAN,Hercules,57,USA,None,true,pin,3,"","",1990-04-01,WrestleMania VI,Toronto,26.794520547945204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.92328767123288,6,2,1,1,0,3,0,3,0,1,2,0,0,0,0,0,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Brutus Beefcake,8,USA,Mr. Perfect,100,USA,None,true,pin,4,"","",1990-04-01,WrestleMania VI,Toronto,31.96712328767123,4,1,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1990-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.032876712328765,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Roddy Piper,21,CAN,Bad News Brown,74,USA,None,false,DCO,5,"","",1990-04-01,WrestleMania VI,Toronto,35.98082191780822,3,1,0,0,1,2,2,0,0,0,1,0,1,0,0,0,1,1987-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,46.47397260273973,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Barbarian,93,TON,Tito Santana,1,USA,None,true,pin,7,"","",1990-04-01,WrestleMania VI,Toronto,31.589041095890412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.917808219178085,3,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1985-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jim Duggan,83,USA,Dino Bravo,84,CAN,None,true,pin,10,"","",1990-04-01,WrestleMania VI,Toronto,36.23561643835617,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1990-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,42.68219178082192,3,2,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ted DiBiase,82,USA,Jake Roberts,37,USA,Wrestler 1,true,CO,11,Million Dollar Title,"",1990-04-01,WrestleMania VI,Toronto,36.224657534246575,5,3,0,2,0,1,0,1,0,1,1,0,1,0,1,0,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.863013698630134,5,3,1,2,0,1,0,1,0,1,2,0,0,0,0,0,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Big Boss Man,95,USA,Akeem,85,USA,None,true,pin,12,"","",1990-04-01,WrestleMania VI,Toronto,28.934246575342467,2,1,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,0,1990-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,30.153424657534245,2,1,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,1988-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Rick Rude,87,USA,Jimmy Snuka,114,FIJ,None,true,pin,13,"",commentator: Steve Allen ,1990-04-01,WrestleMania VI,Toronto,31.336986301369862,5,2,1,1,0,2,0,1,0,1,-1,1,1,0,1,1,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,46.9041095890411,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Ultimate Warrior,88,USA,Hulk Hogan,19,USA,Wrestler 2,true,pin,14,WWF International TitleWWF World Heavyweight Title,"",1990-04-01,WrestleMania VI,Toronto,30.813698630136987,5,4,0,3,0,1,0,1,0,0,1,2,1,0,1,2,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.66301369863014,5,4,1,2,0,0,0,0,0,1,4,4,0,3,0,1,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Texas Tornado,119,USA,Mr. Perfect,100,USA,Wrestler 2,true,pin,2,WWF Intercontinental Title,"",1990-08-27,SummerSlam '90,Philadelphia,30.583561643835615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.43835616438356,3,2,0,2,0,1,0,1,0,0,-1,0,0,0,0,0,0,1990-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Sensational Sherri,111,USA,Sapphire,110,USA,None,true,forfeit,3,"","",1990-08-27,SummerSlam '90,Philadelphia,32.56986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,55.87945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Warlord,94,USA,Tito Santana,1,USA,None,true,pin,4,"","",1990-08-27,SummerSlam '90,Philadelphia,28.435616438356163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,37.323287671232876,4,2,0,1,1,1,0,1,0,1,-1,0,0,0,0,0,0,1990-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jake Roberts,37,USA,Bad News Brown,74,USA,None,true,DQ,6,"",referee: Big Boss Man ,1990-08-27,SummerSlam '90,Philadelphia,35.26849315068493,6,3,1,2,0,2,0,1,0,1,-1,0,1,0,0,0,1,1990-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,46.87945205479452,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1990-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Randy Savage,27,USA,Dusty Rhodes,109,USA,None,true,pin,8,"","",1990-08-27,SummerSlam '90,Philadelphia,37.8054794520548,11,8,1,7,0,3,0,2,0,0,-1,2,2,1,2,1,0,1989-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,44.9041095890411,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Hulk Hogan,19,USA,Earthquake,108,CAN,None,true,CO,9,"","",1990-08-27,SummerSlam '90,Philadelphia,37.06849315068493,6,4,1,2,0,1,0,1,0,1,-1,4,1,3,1,1,0,1990-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,27.2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1990-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
