wrestler 1,wrestler 1 id,wrestler 1 nationality,wrestler 2,wrestler 2 id,wrestler 2 nationality,current champion,winner,match ending,card order,title,match type,date,show name,location,W1 Age,W1 PPV Matches,W1 PPV Wins,W1 PPV DQ Wins,W1 PPV Pin Wins,W1 PPV Sub Wins,W1 PPV Losses,W1 PPV DQ Losses,W1 PPV Pin Losses,W1 PPV Sub Losses,W1 PPV Draws,W1 PPV Streak,W1 PPV Championship Wins,W1 PPV Championship Losses,W1 PPV Championship Defense Wins,W1 PPV Championship Defense Losses,W1 PPV Championship Challenge Wins,W1 PPV Championship Challenge Losses,W1 Last PPV Match,W1 H2H PPV Matches,W1 H2H PPV Wins,W1 H2H PPV DQ Wins,W1 H2H PPV Pin Wins,W1 H2H PPV Sub Wins,W1 H2H PPV Losses,W1 H2H PPV DQ Losses,W1 H2H PPV Pin Losses,W1 H2H PPV Sub Losses,W1 H2H PPV Draws,W1 H2H PPV Streak,W1 H2H PPV Championship Wins,W1 H2H PPV Championship Losses,W1 H2H PPV Championship Defense Wins,W1 H2H PPV Championship Defense Losses,W1 H2H PPV Championship Challenge Wins,W1 H2H PPV Championship Challenge Losses,W1 H2H Last PPV Match,W1 PWI Ranking,W1 PWI Change,W2 Age,W2 PPV Matches,W2 PPV Wins,W2 PPV DQ Wins,W2 PPV Pin Wins,W2 PPV Sub Wins,W2 PPV Losses,W2 PPV DQ Losses,W2 PPV Pin Losses,W2 PPV Sub Losses,W2 PPV Draws,W2 PPV Streak,W2 PPV Championship Wins,W2 PPV Championship Losses,W2 PPV Championship Defense Wins,W2 PPV Championship Defense Losses,W2 PPV Championship Challenge Wins,W2 PPV Championship Challenge Losses,W2 Last PPV Match,W2 PPV Matches,W2 H2H PPV Wins,W2 H2H PPV DQ Wins,W2 H2H PPV Pin Wins,W2 H2H PPV Sub Wins,W2 H2H PPV Losses,W2 H2H PPV DQ Losses,W2 H2H PPV Pin Losses,W2 H2H PPV Sub Losses,W2 H2H PPV Draws,W2 H2H PPV Streak,W2 H2H PPV Championship Wins,W2 H2H PPV Championship Losses,W2 H2H PPV Championship Defense Wins,W2 H2H PPV Championship Defense Losses,W2 H2H PPV Championship Challenge Wins,W2 H2H PPV Championship Challenge Losses,W2 H2H Last PPV Match,W2 PWI Ranking,W2 PWI Change
Kofi Kingston,3295,USA,The Miz,412,USA,Wrestler 1,true,pin,3,WWE Intercontinental Championship,"",2012-10-28,Hell in a Cell '12,Atlanta,31.22739726027397,12,7,0,4,0,4,0,2,2,1,-1,4,2,1,1,3,1,2011-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-2,32.07671232876712,19,9,0,8,0,10,0,6,3,0,1,8,5,8,1,0,4,2012-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-48
Antonio Cesaro,1874,SWI,Justin Gabriel,1471,SAF,Wrestler 1,true,pin,4,WWE United States Championship,"",2012-10-28,Hell in a Cell '12,Atlanta,31.85753424657534,2,2,0,2,0,0,0,0,0,0,2,2,0,1,0,1,0,2012-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-67,31.676712328767124,1,0,0,0,0,1,0,0,1,0,-1,0,1,0,0,0,1,2012-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-39
The Big Show,283,USA,Sheamus,5000,IRE,Wrestler 2,true,pin,6,World Heavyweight Championship (WWE),"",2012-10-28,Hell in a Cell '12,Atlanta,40.74794520547945,51,20,2,16,0,29,1,15,2,2,-2,9,6,2,4,7,2,2012-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,34.772602739726025,21,13,1,10,0,7,1,3,0,1,9,9,3,7,2,2,1,2012-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
C. M. Punk,467,USA,Ryback,3020,USA,Wrestler 1,true,pin,8,WWE Championship,"""Hell In A Cell""",2012-10-28,Hell in a Cell '12,Atlanta,34.032876712328765,39,20,1,14,3,17,1,14,0,2,6,15,8,10,5,5,3,2012-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,30.986301369863014,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,389
Eve Torres,3342,USA,Kaitlyn,6593,USA,Wrestler 1,true,pin,3,WWE Divas Championship,"",2012-11-18,Survivor Series '12,Indianapolis,28.263013698630136,5,2,0,2,0,3,0,3,0,0,1,2,3,1,0,1,3,2012-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-11,26.134246575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Antonio Cesaro,1874,SWI,R-Truth,317,USA,Wrestler 1,true,pin,4,WWE United States Championship,"",2012-11-18,Survivor Series '12,Indianapolis,31.915068493150685,3,3,0,3,0,0,0,0,0,0,3,3,0,2,0,1,0,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-67,40.86027397260274,9,6,0,5,0,3,0,3,0,0,-1,0,2,0,0,0,2,2011-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15
Sheamus,5000,IRE,The Big Show,283,USA,Wrestler 2,true,DQ,5,World Heavyweight Championship (WWE),"",2012-11-18,Survivor Series '12,Indianapolis,34.83013698630137,22,13,1,10,0,8,1,4,0,1,-1,9,4,7,3,2,1,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,40.8054794520548,52,21,2,17,0,29,1,15,2,2,1,10,6,2,4,8,2,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
JTG,459,USA,David Otunga,6094,USA,None,true,,1,"",dark  ,2012-12-16,"TLC: Tables, Ladders and Chairs '12",Brooklyn,28.035616438356165,3,2,0,1,0,1,0,0,1,0,-1,0,0,0,0,0,0,2011-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,-55,32.71506849315068,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,2012-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,13
Antonio Cesaro,1874,SWI,R-Truth,317,USA,Wrestler 1,true,pin,4,WWE United States Championship,"",2012-12-16,"TLC: Tables, Ladders and Chairs '12",Brooklyn,31.991780821917807,4,4,0,4,0,0,0,0,0,0,4,4,0,3,0,1,0,2012-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-67,40.93698630136986,10,6,0,5,0,4,0,4,0,0,-2,0,3,0,0,0,3,2012-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15
Kofi Kingston,3295,USA,Wade Barrett,6096,ENG,Wrestler 1,true,pin,5,WWE Intercontinental Championship,"",2012-12-16,"TLC: Tables, Ladders and Chairs '12",Brooklyn,31.361643835616437,13,8,0,5,0,4,0,2,2,1,1,5,2,2,1,3,1,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-2,32.37260273972603,9,4,1,3,0,5,1,2,1,0,-1,1,3,0,2,1,1,2011-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,-37
Eve Torres,3342,USA,Naomi,6578,USA,Wrestler 1,true,pin,7,WWE Divas Championship,"",2012-12-16,"TLC: Tables, Ladders and Chairs '12",Brooklyn,28.339726027397262,6,3,0,3,0,3,0,3,0,0,2,3,3,2,0,1,3,2012-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-11,25.063013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Big Show,283,USA,Sheamus,5000,IRE,Wrestler 1,true,pin,8,World Heavyweight Championship (WWE),chair,2012-12-16,"TLC: Tables, Ladders and Chairs '12",Brooklyn,40.88219178082192,53,21,2,17,0,30,2,15,2,2,-1,10,7,2,5,8,2,2012-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,34.90684931506849,23,14,2,10,0,8,1,4,0,1,1,10,4,7,3,3,1,2012-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
Dolph Ziggler,450,USA,John Cena,350,USA,None,true,,10,"","""Money in the Bank""",2012-12-16,"TLC: Tables, Ladders and Chairs '12",Brooklyn,32.41095890410959,21,7,0,5,1,13,0,9,2,1,-6,5,7,4,1,1,6,2012-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,35.673972602739724,69,43,1,22,15,24,2,17,1,2,1,31,17,19,10,12,7,2012-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Antonio Cesaro,1874,SWI,The Miz,412,USA,Wrestler 1,true,pin,1,WWE United States Championship,dark  ,2013-01-27,Royal Rumble '13,Phoenix,32.106849315068494,5,5,0,5,0,0,0,0,0,0,5,5,0,4,0,1,0,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-67,32.326027397260276,20,9,0,8,0,11,0,7,3,0,-1,8,6,8,1,0,5,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-48
Alberto Del Rio,2883,MEX,The Big Show,283,USA,Wrestler 1,true,TKO,2,World Heavyweight Championship (WWE),"""Last Man Standing""",2013-01-27,Royal Rumble '13,Phoenix,35.704109589041096,12,4,0,1,1,8,0,5,2,0,-5,2,7,1,3,1,4,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-4,40.9972602739726,54,22,2,18,0,30,2,15,2,2,1,11,7,3,5,8,2,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
The Rock,229,USA,C. M. Punk,467,USA,Wrestler 2,true,pin,5,WWE Championship,"",2013-01-27,Royal Rumble '13,Phoenix,40.76712328767123,50,26,6,18,2,22,1,14,2,2,1,12,17,7,10,5,7,2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.28219178082192,40,21,1,15,3,17,1,14,0,2,7,16,8,11,5,5,3,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Alberto Del Rio,2883,MEX,The Big Show,283,USA,Wrestler 1,true,sub,2,World Heavyweight Championship (WWE),"",2013-02-17,Elimination Chamber '13,New Orleans,35.76164383561644,13,5,0,1,1,8,0,5,2,0,1,3,7,2,3,1,4,2013-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-4,41.054794520547944,55,22,2,18,0,31,2,15,2,2,-1,11,8,3,5,8,3,2013-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
Antonio Cesaro,1874,SWI,The Miz,412,USA,Wrestler 1,true,DQ,3,WWE United States Championship,"",2013-02-17,Elimination Chamber '13,New Orleans,32.16438356164384,6,6,0,6,0,0,0,0,0,0,6,6,0,5,0,1,0,2013-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-67,32.38356164383562,21,9,0,8,0,12,0,8,3,0,-2,8,7,8,1,0,6,2013-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-48
Dolph Ziggler,450,USA,Kofi Kingston,3295,USA,None,true,pin,6,"","",2013-02-17,Elimination Chamber '13,New Orleans,32.583561643835615,22,8,0,5,1,13,0,9,2,1,1,5,7,4,1,1,6,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,31.534246575342465,14,9,0,6,0,4,0,2,2,1,2,6,2,3,1,3,1,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-2
Kaitlyn,6593,USA,Tamina Snuka,6310,USA,Wrestler 1,true,pin,7,WWE Divas Championship,"",2013-02-17,Elimination Chamber '13,New Orleans,26.383561643835616,1,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,1,2012-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.12876712328767,1,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,1,2012-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,482
The Rock,229,USA,C. M. Punk,467,USA,Wrestler 1,true,pin,8,WWE Championship,"",2013-02-17,Elimination Chamber '13,New Orleans,40.824657534246576,51,27,6,19,2,22,1,14,2,2,2,13,17,7,10,6,7,2013-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.33972602739726,41,21,1,15,3,18,1,15,0,2,-1,16,9,11,6,5,3,2013-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
The Miz,412,USA,Wade Barrett,6096,ENG,Wrestler 2,true,sub,1,WWE Intercontinental Championship,dark  ,2013-04-07,WrestleMania 29,East Rutherford,32.51780821917808,22,9,0,8,0,13,1,8,3,0,-3,8,8,8,1,0,7,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-48,32.679452054794524,10,4,1,3,0,6,1,3,1,0,-2,1,4,0,2,1,2,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,-37
Mark Henry,213,USA,Ryback,3020,USA,None,true,pin,3,"","",2013-04-07,WrestleMania 29,East Rutherford,41.84931506849315,23,11,0,7,1,11,2,8,0,1,-2,3,6,2,4,1,2,2011-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,31.427397260273974,2,1,0,1,0,1,0,1,0,0,-1,0,1,0,0,0,1,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,389
Fandango,3434,USA,Chris Jericho,296,CAN,None,true,pin,5,"","",2013-04-07,WrestleMania 29,East Rutherford,25.731506849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,-95,42.43835616438356,65,25,1,11,8,39,3,30,4,1,1,15,18,7,7,8,11,2012-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,472
Alberto Del Rio,2883,MEX,Jack Swagger,3410,USA,Wrestler 1,true,sub,6,World Heavyweight Championship (WWE),"",2013-04-07,WrestleMania 29,East Rutherford,35.895890410958906,14,6,0,1,2,8,0,5,2,0,2,4,7,3,3,1,4,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-4,30.364383561643837,12,4,0,3,1,8,1,7,0,0,1,4,4,4,2,0,2,2012-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6
The Undertaker,124,USA,C. M. Punk,467,USA,None,true,pin,7,"","",2013-04-07,WrestleMania 29,East Rutherford,48.07123287671233,117,73,4,50,4,39,5,22,1,5,2,19,23,9,5,10,18,2012-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,34.47397260273973,42,21,1,15,3,19,1,16,0,2,-2,16,10,11,6,5,4,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Triple H,193,USA,Brock Lesnar,346,USA,None,true,pin,8,"","no holds barred, Triple H's career on the line",2013-04-07,WrestleMania 29,East Rutherford,43.726027397260275,99,60,1,52,0,34,5,21,3,5,-2,31,19,22,9,9,10,2012-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,35.76438356164383,19,12,0,9,1,6,1,4,1,1,1,8,4,5,2,3,2,2012-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
John Cena,350,USA,The Rock,229,USA,Wrestler 2,true,pin,9,WWE Championship,"",2013-04-07,WrestleMania 29,East Rutherford,35.98082191780822,70,43,1,22,15,25,2,17,1,2,-1,31,17,19,10,12,7,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40.95890410958904,52,28,6,20,2,22,1,14,2,2,3,14,17,8,10,6,7,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Miz,412,USA,Cody Rhodes,2805,USA,None,true,sub,1,"",dark  ,2013-05-19,Extreme Rules '13,St. Louis,32.632876712328766,23,10,0,8,1,13,1,8,3,0,1,9,8,8,1,1,7,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-48,27.90684931506849,11,5,0,4,0,6,0,6,0,0,-2,4,3,3,2,1,1,2012-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12
Chris Jericho,296,CAN,Fandango,3434,USA,None,true,pin,2,"","",2013-05-19,Extreme Rules '13,St. Louis,42.553424657534244,66,25,1,11,8,40,3,31,4,1,-1,15,18,7,7,8,11,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,472,25.846575342465755,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,-95
Dean Ambrose,3069,USA,Kofi Kingston,3295,USA,Wrestler 2,true,pin,3,WWE United States Championship,"",2013-05-19,Extreme Rules '13,St. Louis,27.465753424657535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,-152,31.783561643835615,15,9,0,6,0,5,0,3,2,1,-1,6,2,3,1,3,1,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-2
Sheamus,5000,IRE,Mark Henry,213,USA,None,true,,4,"",four corners strap,2013-05-19,Extreme Rules '13,St. Louis,35.32876712328767,24,14,2,10,0,9,1,5,0,1,-1,10,5,7,3,3,2,2012-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,41.964383561643835,24,12,0,8,1,11,2,8,0,1,1,3,6,2,4,1,2,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48
Alberto Del Rio,2883,MEX,Jack Swagger,3410,USA,None,true,sub,5,"","""I Quit""",2013-05-19,Extreme Rules '13,St. Louis,36.010958904109586,15,7,0,1,3,8,0,5,2,0,3,5,7,4,3,1,4,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-4,30.47945205479452,13,4,0,3,1,9,1,7,1,0,-1,4,5,4,2,0,3,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6
Randy Orton,384,USA,The Big Show,283,USA,None,true,pin,7,"","""Extreme Rules""",2013-05-19,Extreme Rules '13,St. Louis,33.153424657534245,65,34,2,27,0,30,7,17,3,1,3,17,23,9,14,8,9,2012-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-12,41.3041095890411,56,22,2,18,0,32,2,15,3,2,-2,11,9,3,5,8,4,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14
John Cena,350,USA,Ryback,3020,USA,Wrestler 1,false,NC,8,WWE Championship,"""Last Man Standing""",2013-05-19,Extreme Rules '13,St. Louis,36.0958904109589,71,44,1,23,15,25,2,17,1,2,1,32,17,19,10,13,7,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31.542465753424658,3,1,0,1,0,2,0,2,0,0,-2,0,1,0,0,0,1,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,389
Brock Lesnar,346,USA,Triple H,193,USA,None,true,pin,9,"",steel cage,2013-05-19,Extreme Rules '13,St. Louis,35.87945205479452,20,12,0,9,1,7,1,5,1,1,-1,8,4,5,2,3,2,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,43.84109589041096,100,61,1,53,0,34,5,21,3,5,1,31,19,22,9,9,10,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Sheamus,5000,IRE,Damien Sandow,376,USA,None,true,pin,1,"",dark  ,2013-06-16,Payback '13,Chicago,35.40547945205479,25,15,2,10,0,9,1,5,0,1,1,10,5,7,3,3,2,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,30.89041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,187
A.J. Lee,6580,USA,Kaitlyn,6593,USA,Wrestler 2,true,sub,3,WWE Divas Championship,"",2013-06-16,Payback '13,Chicago,26.263013698630136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,26.70958904109589,2,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Dean Ambrose,3069,USA,Kane,197,USA,Wrestler 1,true,CO,4,WWE United States Championship,"",2013-06-16,Payback '13,Chicago,27.542465753424658,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,-152,46.172602739726024,74,40,3,31,0,28,2,22,0,6,-1,10,3,5,1,5,2,2012-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-18
Alberto Del Rio,2883,MEX,Dolph Ziggler,450,USA,Wrestler 2,true,pin,5,World Heavyweight Championship (WWE),"",2013-06-16,Payback '13,Chicago,36.087671232876716,16,8,0,1,4,8,0,5,2,0,4,5,7,4,3,1,4,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-4,32.90958904109589,23,9,0,6,1,13,0,9,2,1,2,5,7,4,1,1,6,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
C. M. Punk,467,USA,Chris Jericho,296,CAN,None,true,pin,6,"","",2013-06-16,Payback '13,Chicago,34.66575342465753,43,21,1,15,3,20,1,17,0,2,-3,16,10,11,6,5,4,2013-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,42.63013698630137,67,26,1,12,8,40,3,31,4,1,1,15,18,7,7,8,11,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,472
John Cena,350,USA,Ryback,3020,USA,Wrestler 1,true,pin,8,WWE Championship,"""3 stages of hell""",2013-06-16,Payback '13,Chicago,36.172602739726024,72,44,1,23,15,25,2,17,1,3,1,32,17,19,10,13,7,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31.61917808219178,4,1,0,1,0,2,0,2,0,1,-2,0,1,0,0,0,1,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,389
Curtis Axel,3847,USA,The Miz,412,USA,Wrestler 1,true,pin,3,WWE Intercontinental Championship,"",2013-07-14,Money in the Bank '13,Philadelphia,33.81095890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,-80,32.78630136986301,24,11,0,8,2,13,1,8,3,0,2,9,8,8,1,1,7,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-48
A.J. Lee,6580,USA,Kaitlyn,6593,USA,Wrestler 1,true,sub,4,WWE Divas Championship,"",2013-07-14,Money in the Bank '13,Philadelphia,26.339726027397262,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,26.786301369863015,3,1,0,1,0,2,0,1,1,0,-1,1,2,1,1,0,1,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ryback,3020,USA,Chris Jericho,296,CAN,None,true,pin,5,"","",2013-07-14,Money in the Bank '13,Philadelphia,31.695890410958903,5,1,0,1,0,3,0,3,0,1,-3,0,2,0,0,0,2,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,389,42.706849315068496,68,26,1,12,8,41,3,32,4,1,-1,15,18,7,7,8,11,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,472
Alberto Del Rio,2883,MEX,Dolph Ziggler,450,USA,Wrestler 1,true,DQ,6,World Heavyweight Championship (WWE),"",2013-07-14,Money in the Bank '13,Philadelphia,36.16438356164384,17,9,0,2,4,8,0,5,2,0,5,6,7,4,3,2,4,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-4,32.986301369863014,24,9,0,6,1,14,0,10,2,1,-1,5,8,4,2,1,6,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
John Cena,350,USA,Mark Henry,213,USA,Wrestler 1,true,sub,7,WWE Championship,"",2013-07-14,Money in the Bank '13,Philadelphia,36.24931506849315,73,45,1,24,15,25,2,17,1,3,2,33,17,20,10,13,7,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42.11780821917808,25,12,0,8,1,12,2,8,0,1,-1,3,6,2,4,1,2,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48
Rob Van Dam,338,USA,Dean Ambrose,3069,USA,Wrestler 2,true,DQ,1,WWE United States Championship,"",2013-08-18,SummerSlam '13,Los Angeles,42.6958904109589,22,15,2,11,0,7,0,7,0,0,5,10,6,3,4,7,2,2007-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,-26,27.715068493150685,2,2,0,1,0,0,0,0,0,0,2,2,0,1,0,1,0,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,-152
Bray Wyatt,6287,USA,Kane,197,USA,None,true,pin,2,"","""Ring of Fire""",2013-08-18,SummerSlam '13,Los Angeles,26.26027397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,-39,46.345205479452055,75,40,3,31,0,29,2,22,0,6,-2,10,4,5,1,5,3,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-18
Cody Rhodes,2805,USA,Damien Sandow,376,USA,None,true,pin,3,"","",2013-08-18,SummerSlam '13,Los Angeles,28.156164383561645,12,5,0,4,0,7,0,6,1,0,-3,4,3,3,2,1,1,2013-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,31.063013698630137,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,2013-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,187
